Config,MAE,MAE_Std,RMSE,RMSE_Std,MAPE,MAPE_Std,Pearson,Pearson_Std,SNR,SNR_Std
PURE_UBFC-rPPG_PHYSFORMER_CRF0.yaml,3.4860819327731094,0.8041965842351183,9.440015499317967,5.730620418282401,3.574775683632927,0.7964997087762394,0.8620724046847693,0.04685230194209959,0.2640625732711746,0.4245166480740248
PURE_UBFC-rPPG_PHYSFORMER_CRF14.yaml,9.512867647058824,1.5578768025457055,19.47576151445052,9.166757093873139,9.331881914659204,1.4797129572976326,0.5881397981657722,0.07476982216174186,N/A,N/A
PURE_UBFC-rPPG_PHYSFORMER_CRF16.yaml,10.399159663865547,1.509384742149813,19.47442824308052,8.464041216882807,10.269155723667241,1.4658869524785842,0.6054841816177098,0.07357703712126984,N/A,N/A
PURE_UBFC-rPPG_PHYSFORMER_CRF18.yaml,13.752297794117647,1.5893850378751817,22.130000579621562,8.876945385818894,13.12621583612178,1.482438362181344,0.4623433065111945,0.08197553663252569,N/A,N/A
PURE_UBFC-rPPG_PHYSFORMER_CRF20.yaml,20.709690126050422,1.8525363827974974,28.93589984807893,10.73704694473514,20.040143983822965,1.7517201122329396,0.28947236668274123,0.08849191130774738,N/A,N/A
PURE_UBFC-rPPG_PHYSFORMER_CRF22.yaml,25.864955357142858,1.8847623522653454,33.04123304969855,11.004876060042081,25.21517603927652,1.7789978658455816,N/A,N/A,N/A,N/A
PURE_UBFC-rPPG_PHYSFORMER_CRF24.yaml,26.884191176470587,1.760894806477143,33.04162597438149,10.881313506878387,26.68331557940189,1.6597734845658245,N/A,N/A,N/A,N/A
