Config,CRF,MAE,MAE_Std,RMSE,RMSE_Std,MAPE,MAPE_Std,Pearson,Pearson_Std,SNR,SNR_Std
PURE_UBFC-Phys_PHYSFORMER_CRF0,0,5.576029311131387,0.950978325830565,12.449473571919757,7.318142066296377,6.779765115655209,1.032967258067877,0.671355588393831,0.06378677872600089,-1.4616320586305658,0.4779351164082208
PURE_UBFC-Phys_PHYSFORMER_CRF14,14,5.845475022810219,0.9571730532868217,12.636703408399725,7.3343098665774145,7.105570437245137,1.012941832418664,0.6571636576717943,0.06487229203856226,-2.0148884769929385,0.43492842377937074
PURE_UBFC-Phys_PHYSFORMER_CRF16,16,5.860444229014599,0.9727075487320036,12.805027262202183,7.390489467491942,7.06429309225296,1.0313031910795403,0.6477031219717554,0.06557329321923004,-2.257206759049349,0.4220477807402634
PURE_UBFC-Phys_PHYSFORMER_CRF18,18,6.197251368613139,0.9590734676092975,12.82269577955658,7.333869539425789,7.526793069480385,1.0195797484958546,0.6493928507689446,0.0654493824982999,-2.3676281406998942,0.41523143465535606
PURE_UBFC-Phys_PHYSFORMER_CRF20,20,6.1149207344890515,0.9619627452489721,12.812816391173126,7.333047251470956,7.518176300543562,1.0289675060635972,0.6470705020638406,0.06561954120415144,-2.215869909513373,0.4305235753003112
PURE_UBFC-Phys_PHYSFORMER_CRF22,22,6.646327554744525,0.956747899489032,13.022245827051524,7.293904544997001,8.172764703476396,1.0424103101763549,0.6352909233674376,0.06646666904529966,-2.7012696209078637,0.4116220559974556
PURE_UBFC-Phys_PHYSFORMER_CRF24,24,8.248032618613138,1.0654388966149948,14.95148714641024,7.567017086160802,9.845442589880124,1.1429920924269719,0.52554272542094,0.073222382924649,-4.026028797024668,0.34149611515488426
